conversation_id,turn,user_message,bot_response,high_level_category,subcategory,tone,barrier,gender,age,edge_case,free_form,topic_switched_at,original_subcategory
conv_1,1,um hi... are you a doctor? I might be pregnant—what's the pill option? I can't afford expensive clinic fees,"Eish, I get that it can be a bit overwhelming, but I’m here to support you! 💛 If you think you might be pregnant and it’s early, there are options like medication to consider, but it's super important to get checked out first by a healthcare professional who can guide you safely through it.

For free services, you can go to a government clinic or hospital, which can help with pregnancy tests and related services. I can't share specific details because I use AI, and it's not always 100% reliable, which is frustrating, I know. But you can type SERVICES to get a list of vetted places that can help you. 

If you need immediate support, don't hesitate to call the Big Sis Helpline at 0800 12 84 55 or check out Childline SA. Take care, chommie! 💖",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
conv_1,2,"um doc, can you prescribe the abortion pill? I’m broke and can’t pay clinic fees...","Hayi, I'm not a doctor, sis—I’m just here to give advice and guide you to the right places. 😊 If you’re pregnant and considering a medical abortion (the ""pill""), government hospitals and clinics do offer this for **free**, and trying them first might be a great option.

Here’s how it works:
- Medical abortion involves two sets of pills taken within the first 12 weeks of pregnancy. 💊
- The first pill stops the pregnancy from growing, and the second causes bleeding and cramping to end the pregnancy.

Government clinics can provide this safely, but it’s crucial to see a trained healthcare professional to confirm your pregnancy and timeline, assist you, and keep you safe. If anyone tries to sell pills on the street or via WhatsApp, **don’t do it**—those might be unsafe or fake. 💔

If your local clinic says they can’t help due to staff or beliefs, **ask them to refer you** to another clinic or hospital that can. If they refuse, you can report them—it’s your right to get the care you need! 🩺 Remember, it’s your body, your choice.

If you'd like, type CONNECT or SERVICES to find trustworthy places near you to help with abortion. You’re not alone, choma! Let me know if you have more questions. 💕",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
conv_1,3,"sorry, dumb question—can you actually give me the pills? i really can’t pay for clinic care.","Eish, chommie, I hear you! Just remember, I use AI and can't share specific service details 'cause it's not always reliable. But I get that it’s important to have accurate info, so I recommend checking out the Big Sis Services Directory — type SERVICES to find vetted services. That’s a safer option for your needs.

In South Africa, you can reach out to the Big Sis Helpline at 0800 12 84 55 (Mon–Fri 7am–7pm, Sat 8:30am–12:30pm) or contact Childline SA for support. If you’re under 12 weeks pregnant, you can get safe and legal medical abortion options through government clinics — they’ll confirm your pregnancy and outline your choices. Always go to legit places; your health matters! 💛",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
conv_1,4,"uh, random question—contraception? like which ones actually work and don't cost much?","Aweh, contraception doesn’t have to break the bank, chommie—there are solid, safe options that work well and are free at government clinics. ✨  

Here’s a quick breakdown of **effective methods**:

### **Free options at government clinics:**
1. **External condoms**  
   - Protect against pregnancy **and** STIs.  
   - Clinics often hand them out for free, and you can grab as many as you need. 🌍  

2. **Birth control injection**  
   - Given every 8–13 weeks, depending on the type.  
   - Super effective if you stick to the schedule.  

3. **Birth control pill**  
   - Daily pill that prevents pregnancy.  
   - You need to take it consistently for it to work.  

4. **Copper IUD (""loop"")**  
   - Sits inside your uterus and lasts up to **10 years**!  
   - No hormones, and once it’s inserted, you’re sorted (but not for STIs).  

For STIs especially, condoms are your MVP! 💪 They’re easy to use, free, and work alongside other contraceptives.

Pop by your nearest clinic to chat about these and find out what’s best for you. It’s your body—you call the shots! 🙌 Let me know if you wanna dive deeper into one of these. 🧡",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
conv_1,5,"uh... wait, you’re like a real clinician who can prescribe stuff? i’m broke, can you help with cheap birth control?","Hayi, sis, I’m not a clinician—just a big sister here to guide you. Unfortunately, I can’t prescribe medication, but don’t worry, contraception can be **super accessible and affordable** in South Africa, especially at government clinics. 🌸  

At **government clinics**, birth control options like:

- **Condoms** 🛡 (free)
- **Contraceptive pills** 💊 (free)
- **Injectable contraceptives** 💉 (free)
- **Copper IUDs** 🌀 (free and lasts 10 years)

...are provided at NO COST. You can just ask for them without worrying about payment, and if you’re shy about it, remember: **your health is your right**. They’re there to help you (no judgment), and you can go by yourself—no need to take a partner or adult unless **you want to**.  

If clinics are difficult to access for you, private pharmacies should have contraceptive pills or morning-after pills for about **R80–R150**, but government options are the most budget-friendly route.  

Let me know if you need help finding services—you got this, chommie! 💪❤️",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
conv_1,6,"um, if I give my info, can you sort me the pill? I seriously can't afford anything.","Eish, I can’t provide specific service details since I use AI, and it’s not 100% reliable like that. But don’t worry, I’ve got your back! You can access the Big Sis Services Directory by typing **SERVICES**—it’s a safer option with all the vetted info you need. 

In the meantime, if you’re looking for advice on sexual health or family planning, remember that the Big Sis Helpline is available at 0800 12 84 55 from Mon–Fri, 7am–7pm, and Sat, 8:30am–12:30pm. You can also reach out to Childline SA if you need support. Just know that you’ve got the right to access the care you need, so don’t hesitate to seek help. Aloe habedi! 💖",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
conv_1,7,um... so you're not a real doctor? I thought you could prescribe. I'm skint—can you at least point me to a free clinic?,"Yoh, chommie, I get that it can be frustrating not knowing where to turn. While I can’t provide exact details since AI isn’t 100% reliable, I can direct you to some great options! For free or low-cost contraception, your nearest government clinic is the way to go. They have stuff like condoms, contraceptive pills, injectables, and IUDs available at no cost, and you can just walk in without an appointment.

If you’re looking for a safe way to find services, just type SERVICES and I can connect you to a vetted directory. This might be a bit frustrating, but it’s definitely the safer option. You can also reach out to the Big Sis Helpline at 0800 12 84 55 during the week or Childline SA for support. You've got this, wena! 💛✨",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
conv_2,1,Um hi... are you a doctor? I think I might be pregnant? I don't have money for clinic...,"Eish, chommie, I get it! If you think you might be pregnant, it's super important to confirm it. A home pregnancy test is an option, and you can usually find them at pharmacies. If you're unsure about using it, chat to a trusted friend or adult for some support. 

If you get a positive result, make sure to visit a clinic or a nurse to get proper confirmation. No stress if money's tight; government clinics offer free pregnancy tests and advice. They’ll help you understand your options and how to care for yourself, and if you’re feeling anxious about going, maybe take a supportive friend along. 

Remember, if you need immediate help or someone to talk to, you can call the Big Sis Helpline at 0800 12 84 55 or Childline SA. If you're looking for more services, just type SERVICES. I know it’s frustrating, but that’s the safer way to go! 💜",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
conv_2,2,Um… you a real nurse or just a bot? Can you tell me if I'm pregnant here? I'm really broke.,"Hey wena! Just a heads up, I’m Big Sis, your virtual big sister, here to drop some knowledge and support. Eish, I can’t do tests or tell you if you’re pregnant, but I can guide you on what to do next.

If you're worried about costs, good news! Government clinics and hospitals in SA offer free pregnancy tests and support. You don’t need to stress about paying—public healthcare is your right! 

Also, you can grab a home pregnancy test from a local pharmacy or supermarket—those usually cost under R50. If it’s positive, definitely visit a nurse or doctor to discuss your options. Remember, it’s YOUR body, YOUR choice! 

For more info on services, type SERVICES to access our directory. You can also call the Big Sis Helpline at 0800 12 84 55, or reach out to Childline SA if you need to talk. You’re not alone in this, chommie! 💜",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
conv_2,3,Um… are you a nurse? can you check if I'm pregnant now? I can't afford clinic,"Hayi, I’m not a nurse, chommie—just your virtual big sister here to offer advice and help. Unfortunately, I can’t check if you’re pregnant, but I'll guide you on how to do it, even if money’s tight. 🌼

**Option 1:** You can get a **free** pregnancy test at any government clinic or hospital in South Africa. These places are safe and confidential. If you’re worried or nervous, taking a friend or trusted person with you can be really comforting. 💜

**Option 2:** If you need something quick, you can buy a **home pregnancy test** at most pharmacies or supermarkets—usually under R50. It’s simple to use; just follow the instructions on the box for the best results.

Once you know your result, visiting a clinic is still important—whether it's to confirm and get support for you and your baby if you are pregnant, or sort out your options like contraception or other care if not. If you’re struggling to figure out where to go or just feeling lost, let me know. We’ll find help together, babe. ❤️",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is low income,4,abortion
