conversation_id,turn,user_message,bot_response,high_level_category,subcategory,tone,barrier,gender,age,edge_case,free_form,topic_switched_at,original_subcategory
conv_1,1,I'm 14 and don't have insurance — can I get tested for STIs for free? where?,"Hey, chommie! Just a heads up: in South Africa, you can get free STI testing and treatment at public clinics and hospitals. It’s all confidential, and they won’t judge you. 💛

If you want to find a clinic, check out the Big Sis Services Directory by typing SERVICES for vetted options. I know it can be frustrating, but it's the safest way to find the help you need. If you’d rather chat with someone right away, you can always type ASK to reach a real person.

Remember, you can also call the Big Sis Helpline at 0800 12 84 55 (Mon–Fri 7am–7pm, Sat 8:30am–12:30pm) or reach out to Childline SA. You got this! Stay empowered and healthy! 😊",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
conv_1,2,Can I go to a clinic without my parents' okay? I'm 14 and broke.,"Yoh chommie, I hear you! The good news is, in South Africa, you don’t need your parents’ permission to visit a public clinic at 14—even for sexual health services like STI testing, contraception, or pregnancy support. 💯 It's your right under the law to access free healthcare services confidentially. No money, no problem; public clinics provide these services at no cost. 😊

When you go, just explain what you need, and they’ll guide you through it. If you're nervous, some clinics have counsellors who are trained to help young people feel more comfortable. Also, clinic staff cannot tell your parents unless you give them permission—that’s your choice.

If you want help finding a nearby clinic, type SERVICES, and I’ll use my Big Sis Directory to sort you out with details. You’ve got this, wena! 💪💖",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
conv_1,3,Do I need ID or proof of age? Also will they test/treat me same day?,"Alright, chommie, here's how it works: 

Most public clinics will **ask for an ID or proof of age**, but they won’t turn you away if you don’t have it. If you don't have an ID card or birth certificate on you, they may still help you, especially for urgent concerns like STI testing or contraceptives. Just explain your situation when you arrive. If you do have an ID, it’s good to take it along if you can.

✨ As for testing or treatment on the same day, that depends on the clinic and the services they offer. Many clinics can test you for STIs right away—be ready to answer a few questions about your health and sexual history so they know how best to help. Treatment may happen at the same time if they can, or they might book you for a follow-up appointment if needed.

If you're not sure where to find a clinic nearby, type SERVICES for help with the search! You’ve got this, chommz! 💛",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
conv_1,4,"Okay cool. If they can’t do it right away, will they still give meds later for free?","Yes, chommie! 🌟 If a public clinic finds that you need medication after testing—whether for an STI or anything else—they will provide it for free. That’s part of their job, no matter your financial situation. 💊  

If the clinic can’t treat you right then, they’ll give you a date for a follow-up or refer you to another clinic or hospital to get what you need. Just make sure you go to the follow-up and finish any treatment they prescribe. You’ll want to avoid complications or spreading anything else! 

Remember: If something doesn’t feel 100% clear while you’re there, don’t be afraid to ask questions until you understand. You’ve got the right to know what’s happening with your body and your health! 💖 Keep shining, wena!",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
conv_1,5,How long till results? Will they call or do I have to go back? btw I'm 14.,"Aweh, at 14, you’re totally allowed to get tested without your parents, so don’t stress about that. 😎 About your results—how long they take will depend on what test you’re getting done. Here’s a quick breakdown:  

- **HIV tests**: If they do a rapid test (finger prick), you’ll get your results **right there**—it takes about 10–20 minutes. 🩸  
- **STI tests** (like for gonorrhoea or chlamydia): These might take **a week or so**, as the clinic often sends samples to a lab.  
- **Pregnancy tests**: These are usually ready **same-day** or within a few minutes.  

Most clinics will ask you to come back in person for results, especially for STIs, because they want to chat about any treatment or next steps you might need. Some clinics might send results by SMS or phone call, but that’s less common, so it’s best to ask them when you’re there. 🧪  

If you need any extra advice or have more questions, just shout! You’re doing such a great job taking care of yourself—proud of you, wena! 💪💜",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
conv_1,6,"If they tell me to return, will meds or the visit cost anything? I'm 14 and can't afford transport.","Eish, I get it, chommie — transport costs can be a real pain! Just a reminder: if you need to visit a public clinic, those services are usually **free**, no charge for visits, tests, or meds. 🚫💸 If getting there is a hassle, peep if the clinic can recommend a closer spot or a mobile service. 

You could also chat with someone you trust, like a fam member or a school counsellor, to sort out transport or get some advice. 🚍💬 

I know it can be frustrating, and while I can’t share specific service details, check out the Big Sis Services Directory by typing SERVICES for safe, vetted options. You can also hit up the Big Sis Helpline at 0800 12 84 55 or reach out to Childline SA if you need support. You're doing great for your health, and I'm here cheering for you! 💛",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
conv_1,7,"Also, do clinics run mobile units or school nurse visits? Got no bus money.","Yes, wena, some clinics do run mobile health units or outreach programmes! These vans or teams visit communities, including rural areas or schools, to provide basic sexual and reproductive health services. 🚑 They can offer things like contraceptives, pregnancy tests, STI testing, and even HIV counselling. You might need to check with your nearest public health clinic if they have mobile units operating in your area. Sometimes schools partner with these services or have a school nurse who can refer you to help. 

You can also ask your school if they have links to any government or health programmes, or you could bring it up carefully with a teacher or counsellor you trust. They might know about resources where you live or help sort transport if needed.  

If you’re still unsure where to start, type SERVICES here, so I can point you to safe contact options. Whatever your situation, there’s always a way through. You’ve got this! 🩷",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
conv_2,1,"I'm 14 and female, no insurance—can I get tested for STIs for free or cheap?","Yoh, it's great that you're taking your health seriously! 😊 In South Africa, you can get tested for STIs for free at public health clinics, and you don't need medical aid for that. Just head to your nearest government clinic and tell them you want to get tested.

Here’s what usually happens at the clinic:
- You’ll have a chat with a nurse or health worker who’ll ask a few questions about your health.
- The tests are quick and may involve a urine sample, vaginal swab, or a little finger prick for blood if they test for HIV.
- If you need treatment, they’ll explain what’s available, and many treatments are free.

Just a heads-up, Big Sis can't provide specific service details because AI isn't always reliable. For the safest options, type SERVICES to check out the vetted services. You can also call the free Big Sis Helpline at 0800 12 84 55 or Childline SA if you need support. Taking care of your health is so important! 💕",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
conv_2,2,can i go by myself without my parents knowing? or do they always ask for permission?,"Fede, girl, I feel you—sometimes you just wanna sort things out without involving the rents. The good news? In South Africa, you don’t need your parents' permission to get tested for STIs or access sexual health services, *no matter your age*. 🙌 Healthcare workers at public clinics are trained to respect your privacy, so they won't go calling your parents without your say-so.

Here’s the deal:
- You have the **right** to access healthcare services, including STI testing. It’s protected under South African law! 💪
- When you visit a clinic, they may advise you to talk to a trusted adult, but only to support you—they can’t force you or share your info without your consent.
- If you want to go solo, just rock up to the clinic with your ID or birth certificate (if you have one). But even if you don’t have any documents, they should still help you.

Remember, chommie, your health is your business. If you’re scared or have more questions, let me know. You’ve got this! 💜",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
conv_2,3,"So if I go alone and have no money or ID, will they still test me? I live kinda far.","Eish, listen chommie, your health matters, and you have the right to get care, no matter your situation. Public clinics in South Africa are there for you, even if you’re short on cash or don’t have an ID. Just explain what’s going on, and they should help you out.

When you get to a government health clinic, it’s cool if you don’t have ID—just chat to the staff. They might ask you some questions, but be honest and skip anything that makes you uncomfortable. If you need guidance or want to check on clinic details, the Big Sis Helpline is available at 0800 12 84 55. 

I know that finding the right service can be a bit frustrating, but for the safest options, type SERVICES to access the Big Sis Services Directory. You got this, and remember to take care of yourself! 🌼",srh,stis,none_neutral_just_curious,practical_barrier,female,14,,user does not have insurance,,stis
