conversation_id,turn,user_message,bot_response,high_level_category,subcategory,tone,barrier,gender,age,edge_case,free_form,topic_switched_at,original_subcategory
conv_1,1,"um doc? i think i'm like 6 weeks pregnant, can a pill still work? i'm scared","Eish, I can feel you’re going through a tough time, and that’s totally okay. If you're around 6 weeks pregnant, you’ve still got options. You should know that a medical abortion is safe and effective up to about 13 weeks. This usually involves taking a couple of medications that work together to help your body.

You’ll need to see a healthcare provider to get those pills, so they can confirm how far along you are and guide you on what to expect. It’s normal to experience some cramping and bleeding—your provider will explain how to manage that and what signs to watch for.

I can’t provide specific service details, but I recommend checking out the Big Sis Services Directory by typing SERVICES. It has safe options listed. If you're feeling unsure or need support, you can always call the Big Sis Helpline at 0800 12 84 55 or reach out to Childline SA. You’re not alone, chommie. 💕",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_1,2,"Doc, can you give me the abortion pills or do I need to go to a clinic? will it affect having kids?","Yoh, I hear you! Unfortunately, I can’t give you abortion pills myself, but if you go to a *legal clinic or hospital*, they can help you access them safely. You’ll need to start by seeing a healthcare provider, who will confirm how far along you are and explain the process properly—it’s not scary, but it’s super important you do it the proper way to protect your health. 🚶🏾‍♀️💊

About having kids later: A **safe and legal abortion** won’t stop you from having children in the future when you’re ready. Many people have abortions and still have healthy pregnancies later on. However, those dodgy street abortions people advertise? 🤦🏾‍♀️ Hayi, they can be very dangerous and might seriously affect your fertility and health.

If you’re stressed about privacy, don’t worry—a clinic will keep your info private. They’ll also answer all your questions without judgment. You deserve healthcare that makes you feel safe and respected. ❤️",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_1,3,"um doc, could you send the pills to me? i'm scared to go to a clinic, honestly","Eish, it’s really important to go through proper legal channels for abortion care. I can’t send you pills myself since I’m just your virtual big sis, and it's crucial to find safe and legit options at recognised clinics or pharmacies. 💊

I know it might feel scary to visit a clinic, but it’s the best way to protect your health. Clinics have strict rules to ensure safety and guide you every step of the way, keeping your info private.

If you need help finding a place to go, type **SERVICES** to access the vetted services directory for the safest options. You can also call the Big Sis Helpline at **0800 12 84 55** during business hours for support. Remember, wena, you’re not alone in this, and there are people ready to support you. ❤️",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_1,4,"hey doctor, random q—can i start birth control now? pill or implant? i'm kinda confused","Aweh, chommie, good question! Yes, you can absolutely start birth control now, but the method you choose depends on your situation, body, and preferences. 💡 Here’s the lowdown:

- **The pill:** You can start any time during your cycle, but it might take up to 7 days to fully protect against pregnancy unless you start on the first day of your period. Quick tip: you have to take it at the *same time* every day for it to work properly. If you're forgetful, it might not be your best fit. 🙈

- **The implant:** This is a thin plastic rod placed under your skin at a clinic—super low maintenance and lasts for 3 years! But it also takes about 7 days to kick in, so you'll need to use condoms in the meantime. 💪🏾  

Make sure you chat to a nurse or doctor—they’ll help you explore what works best for you. Also, remember that **any hormonal birth control won't protect against STIs or HIV**! So, keep a stash of condoms too for safer sex. 🛡

If you need safe low-cost clinic options to book an appointment, type **SERVICES**, and I’ll hook you up! 🩷",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_1,5,um are you a real doctor tho? can you prescribe the pill or implant here?,"Hayibo, no choma, I’m not a real doctor—I’m more like your virtual big sis with good info! 💜 I can’t prescribe the pill or fit an implant myself, but I can give you advice on how to access them safely and tell you what to expect. For prescriptions or procedures, you’d need to visit a clinic or see a nurse or doctor.

If you're nervous about clinics, don’t stress—most public health clinics in South Africa offer contraception like the pill or implant for free or very low cost. It’s your right to access those services, and no one's allowed to judge you whether you're sexually active or not. 💪🏾 If you want help finding a good clinic, type **SERVICES**, and I’ll guide you to Big Sis-approved places.

Got more questions about birth control or options? You can ask me anything anytime! 😊",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_1,6,um...so you can't email a referral or order the meds for me? who actually does that then?,"Hey chommie, just so you know, I can’t send emails or order meds directly. I’m here to offer advice and support for your sexual and reproductive health journey. If you need access to birth control or other medications, it's best to chat with a nurse or doctor at a clinic or pharmacy. Many places are offering telehealth services, so you can get advice and even sort out prescriptions without needing to visit in person.

In South Africa, public clinics usually provide birth control at little to no cost, while private pharmacies charge a bit more. If you want safe, reliable options, type **SERVICES** to check out vetted services that can help you out. For immediate support, you can also call the Big Sis Helpline at 0800 12 84 55 or reach out to Childline SA. Remember, it’s all about your health and wellbeing! 💖",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_1,7,"sorry dumb q but you could still like message a clinic or book me an appointment, right?","Ah, no need to say it’s a dumb question, chommie! Honestly, I totally see where you’re coming from, but no, I can’t personally message a clinic or book appointments for you. 🫶 What I can do is share advice to help you find the right clinic or service, explain what to expect, and ease any nerves.

Many clinics let you make appointments over the phone 📞 or even walk in—especially public ones in South Africa. You can also jot down questions or concerns to ask the nurse or doctor, so you don’t feel caught off guard when it’s your turn. 

If you're nervous about visiting a clinic, taking a friend for support or something to keep you entertained (like your phone or a book 📱📖) can be a lifesaver. If you want me to suggest a nearby clinic or options, type **SERVICES**, and I’ll sort you out with trusted places that are youth-friendly. 😊",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_2,1,Um hi… are you a doctor? I might be pregnant—what's the difference between medical and surgical abortion?,"Hey wena 👋🏾, I wanna share some important info with you about safe and legal abortion options in SA, but I can't give specific service details because I use AI, and it's not always reliable. I know it might be frustrating, but I recommend checking out the Big Sis Services Directory for vetted info—just type SERVICES. That’s the safer option! 

In South Africa, there are two main types of safe abortion: medical and surgical. Medical abortion involves taking pills, while surgical abortion is a procedure to remove the fetus. Both options are safe if done by qualified healthcare professionals, so it’s super important to go to a clinic or hospital. 

If you need immediate support, you can call the Big Sis Helpline at 0800 12 84 55 or Childline SA. Stay safe and take care! 💜",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_2,2,Um wait you’re a doctor? So the tablet thing… how does it actually stop the pregnancy? Is it painful?,"Nah sisi, I’m not a doctor, but I’ve got solid info to share, and I’ll break it down for you. 💜

A medical abortion uses pills to safely end a pregnancy. It's usually done before 13 weeks. Here's how it works:

- The first pill stops the pregnancy by blocking a hormone (progesterone) that helps the pregnancy grow in your womb.  
- The second pill (taken later) causes cramping and heavy bleeding to empty your uterus—kind of like a very heavy period. 🩸 This bleeding can last a few hours or days.

It’s normal for it to feel uncomfortable or crampy, and some people get nausea or chills too. 💊 The pain can be managed with over-the-counter meds like ibuprofen if the clinic says it’s safe. Most clinics will guide you through everything—they’re there to make sure you’re safe and cared for. ✨

If you’re nervous, call a trusted clinic or healthcare provider to discuss what’s best for you. Don’t wait too long though, chommz! 💜",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_2,3,"Doc, sry—if I take them, will I still be able to have kids later? Also is 8 weeks too late?","Eish, chommie, I'm here for you! 💜 At 8 weeks, you can safely consider a medical abortion in South Africa, as it's legal up to 13 weeks with the pill method. Most people don't experience issues with future pregnancies if it's done safely by a healthcare professional. Your body will heal, and your fertility should remain intact! 🤗 

It's super important to choose a registered abortion provider—stay away from dodgy setups, okay? If you need support or feel unsure, talking to professionals at a clinic can be helpful, and they'll keep it confidential. 

I get that this can be overwhelming, but if you type SERVICES, you’ll access a list of trusted clinics and helplines. You can also reach out to the Big Sis Helpline at 0800 12 84 55 or Childline SA if you need to chat. You've got this! ✨",srh,abortion,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_2,4,Hey… are you a real doctor? Also quick thing—how do contraceptive implants work? Do they hurt?,"Yoh, so I’m not a doctor, chommz—think of me like your helpful big sister here to drop knowledge! 🫶🏾 Let me break down the contraception implant quickly for you. 

The implant is a small, flexible plastic rod that’s inserted under the skin of your upper arm by a nurse or doctor. It works by releasing a hormone called progestin into your body, which stops your ovaries from releasing eggs (ovulation) and thickens your cervical mucus so sperm struggles to reach an egg. ⛔ The implant is *super* reliable—99% effective—and lasts up to 3 years. How cool is that?! 🤩

As for the pain, the procedure isn’t too hectic. The area will be numbed, but you might feel a little pinch or pressure. Afterward, there might be some tenderness or bruising. It’s over in minutes though, and you’ll be sorted! 🙌🏾 

If you’re thinking about it, go chat to a clinic. They’ll answer all your questions and make sure you know what’s up. 😊",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_2,5,"Um… wait are you actually a doctor? Kinda nervous—if I get the implant, will my periods stop forever?","Nah, chommie, I’m not a doctor, just a big sis with all the juicy info to help you out. 💜 Let’s clear up the implant and periods thing real quick!

So, the implant doesn’t stop your periods forever, don’t stress about that! 🩸 It’s different for every person. Some people’s periods become lighter or stop altogether for a while, while others have irregular bleeding or spotting here and there. It’s one of those things you can’t predict exactly, and it’s basically like your body getting cosy with the hormones.

If you’re worried about how it’ll affect you, chat to a health professional before getting it—they’ll help you decide if it’s the right fit for your lifestyle and preferences. 🌸 And remember, if you start using it and the side effects bug you, you can always have it removed early, no problem! You’re always in control. 💪🏾",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_2,6,"um doc… if they take the implant out, how fast can I get pregnant? will my periods go back normal?","Hayibo! You're doing the right thing by asking questions—you've got this, let’s break it down. 💜 So, after getting the implant removed, your fertility usually goes back to normal pretty quickly—like within a few days or weeks after removal. Basically, you can get pregnant again almost right away if you're sexually active and not using other contraception. 📅 

As for your periods, they usually return to how they were before the implant, but it can take a few months for your body to settle into its natural rhythm again. If your cycle was regular before, it’s likely to go back to that; if they were irregular, they might be the same. Bodies take time to adjust after any hormonal method. 🩸

If you're planning to fall pregnant after having your implant removed, make sure to take care of your health with a balanced diet, staying active, and taking folic acid supplements (which can help your baby develop). 🌼",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
conv_2,7,"Um… so if you're an actual medic, how soon after removal would I ovulate? can I get pregnant that same week?","Aweh, chommie! I'm not a medic or doctor, but don’t stress—I’ve got the info you need. 💡 After getting the implant removed, most people start ovulating *very* quickly, like within a week or so. So yep, pregnancy is definitely possible that same week if you're sexually active without other protection. 🤰🏽

Remember, ovulation is when the ovaries release an egg, and if sperm meets that egg, pregnancy can happen. If you aren’t ready for pregnancy, switch to another contraception method immediately after removal, or use condoms as backup. 🛡️ They also protect you from STIs, so double win! ✌🏾 

Your body adjusts fast, but everyone’s a bit different, so if anything feels off, chat to your nurse or doctor. You're making empowered choices—ask anything if you’re unsure! 😊",srh,contraception,neutral_just_curious,knowledge_barrier,female,18,misunderstands agent info,user is from a urban community,4,abortion
