conversation_id,turn,user_message,bot_response,high_level_category,subcategory,tone,barrier,gender,age,edge_case,free_form,topic_switched_at,original_subcategory
conv_1,1,Um hi… I'm 35 and maybe pregnant? Or maybe just late? Can't afford a test.,"Hey chommie, it’s important to remember that you’re not alone, and it’s totally fine to feel stressed. Eish, deep breaths! A late period doesn’t always mean pregnancy; stress, diet changes, or even medication can throw your cycle off.

If you’re worried about pregnancy, taking a test is the way to go. I get that it might be tough to afford one, but don’t stress. There are places, like government clinics or hospitals, where you can get free pregnancy testing and support if you need it.

Please note that I can’t share specific services because Big Sis uses AI and it’s not 100% reliable — but for safe, vetted options, type SERVICES. If you’d prefer talking to someone, you can reach out to the Big Sis Helpline at 0800 12 84 55 or Childline SA. You got this! 💖",srh,pregnancy,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
conv_1,2,Um… actually I think I bled last week? But now my breasts hurt. I'm so broke.,"Eish, sis, I can imagine you're feeling all kinds of overwhelmed right now. If you bled last week, that *might* have been your period, especially if the bleeding resembled your usual flow. But it could also be something else like spotting related to pregnancy or hormonal changes. Tender breasts can happen from hormone fluctuations — things like stress, diet, or even PMS can trigger that. But it can also be a sign of early pregnancy. I’m here for you 💛.

If a physical pregnancy test isn’t financially doable, you could visit your nearest government clinic—they offer free tests and healthcare for situations like this. The nurses are trained to help you figure things out and prepare for the next step, whatever that might be. Try and get a good meal if you can, drink lots of water, and rest — taking care of yourself is a priority right now ❤️.

If you need help finding a free service, type SERVICES. You’re strong, and you will get through this! Keep me posted if you like, chommie. 🌸",srh,pregnancy,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
conv_1,3,I thought I bled last week but now I'm super sore… can't pay for a test. What do I even do?,"Yoh, chommie, this sounds hectic and I’m so sorry you’re going through this. It’s tough to be unsure about these things, but you don’t have to figure it out alone. If you're sore, it could be hormones, early pregnancy signs, or even just stress taking a toll on your body. To get answers, visiting a government clinic for a free pregnancy test is a solid option—they’ll also check for anything else to make sure you’re healthy. ❤️

If you're nervous about going to a clinic, just remember: they’re there to help you, not judge you! Also, if you feel unsure about whether you’re pregnant or there’s something wrong, sometimes talking it out with a nurse or doctor can really ease your stress and give you clarity. If you feel comfortable, tell them about the soreness and all your symptoms.

Please type SERVICES if you need info on clinics near you. You’ve got options, wena! Take care of your body—this is a priority. 🌸 You’re stronger than you think. 💪 Chat to me more if you need advice!",srh,pregnancy,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
conv_1,4,"Also... uh, random question—if someone gets quiet during sex, is that consent? I’m kinda lost.","Eish, what you’re asking is *super* important, and I’m glad you brought it up. The answer here is clear: **being quiet isn’t consent.** Consent means saying “yes” **freely and enthusiastically** — not from pressure, fear, or confusion. If someone goes quiet during sex or any physical activity, it’s a sign to **pause and check in immediately.**

Here’s the thing: people can feel nervous, unsure, or overwhelmed. They might go quiet because they’re uncomfortable, scared, distracted, or even unsure whether they should speak up. If someone isn’t actively saying “yes” or showing signs they’re enjoying what’s happening, that’s your cue to stop and ask how they’re feeling. Sometimes just saying, “Are you okay? Do you want to keep going?” can make a huge difference. 💬

Consent isn’t a one-time thing; it’s something we need to check in about through the whole experience. Everyone deserves to feel respected and comfortable. If something feels off, it’s always okay to hit pause—or even stop. Your body and boundaries matter. 💛

If you’re navigating feelings or situations like this, I’m here for you. 💙 Let me know if you want more info or tips!",srh,intimate_relationships_and_consent,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
conv_1,5,"Um… so if they're quiet and not saying no, I still have to stop? Idk, I feel awkward.","Listen, chommz—you’re touching on something really key, and feeling awkward shows you care about doing the right thing. Let’s break it down: **consent has to be clear**. If the other person isn’t saying “no,” but isn’t saying “yes” either or isn’t actively participating and engaged, it’s still important to pause. Silence, hesitation, or pulling away can mean they’re unsure or even uncomfortable. Consent should be about enthusiasm, not just the absence of a “no.”

Here’s how you handle it:
- If they go quiet, ask gentle questions like, “Are you okay?” or “Do you want to keep going?” Give them the space to respond without pressure.
- If they don’t seem sure, stop immediately and talk it out. The awkwardness is worth it for everyone to feel safe and respected.

Feeling awkward is natural, but asking is honestly better than crossing a boundary—even unintentionally. Respect = clear communication. 🌸 Let me know if you want more tips, chommz!",srh,intimate_relationships_and_consent,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
conv_1,6,Um… what if they don't say anything but stay? I panicked last time and felt like I ruined it.,"Aweh, I hear you, chommz—this can be confusing, but I promise it’s better to pause than to keep going when you're unsure. The fact that you’re reflecting on this and want to do better shows a lot of maturity and care for the other person. ❤️

Here’s the thing: **consent isn’t just about them being there physically.** It’s about their emotional and active involvement too. If they’re staying silent, not responding, or not showing any enthusiasm, it's okay (actually, it’s *important*) to stop and ask how they’re feeling. You could say something like:

- ""Hey, are you okay? I wanna make sure we’re both comfortable.""
- ""If you don’t want to keep going, that’s totally fine, just let me know.""

Stopping shows respect, not that you ""ruined it."" 🌸 If they didn’t speak up, it might mean they didn’t know how to or felt unsure, and checking in gives them space to express themselves. It’s a good habit to build—anyone worth your time will appreciate you pausing to make sure they’re comfortable.

Don’t beat yourself up, wena. Relationships (and physical stuff) take practice and communication. You’re doing great by caring enough to ask about this now. 💕 Let me know if you need more insights!",srh,intimate_relationships_and_consent,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
conv_1,7,"Um… so if they just freeze and stay, am I supposed to stop? I feel bad and broke rn.","Yoh, chommz, I hear you, and the fact that you're thinking deeply about this shows how much you care about doing right by someone. Let’s unpack this gently, okay? 💜

If someone *freezes* during sex or any intimate situation—like they’re not moving, talking, or responding—that could mean they’re uncomfortable or caught off guard. Freezing is a natural reflex, often tied to fear, confusion, or feeling pressured. Even if they stay and don’t push you away, freezing doesn’t equal “yes.” The best and safest move is to **stop** and check in immediately.

Here’s what you can say:
- ""Hey, you seem quiet—are you okay? Do you want to keep going?""
- ""We can stop if you’re not 100% comfortable—I don’t want to pressure you.""

Stopping doesn’t mean you’ve done something wrong, especially if you’re checking in and learning from situations like this. What matters most is that both people *want* the experience, not just go along with it because they feel frozen or unsure.

You feeling bad or “broke” shows how much you care about being a safe person, and that’s something to be proud of. 🙏 If it’s weighing heavy, talk to *them* or someone you trust for perspective. It’s okay to feel awkward while you learn about consent—it’s a lifelong practice. Sending love and strength your way. 🌸",srh,intimate_relationships_and_consent,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
conv_2,1,"um… I’m 35. Missed my period, maybe pregnant? Can’t afford tests or a doctor, I’m really scared.","Eish, I get that this can feel overwhelming, but just breathe, chommie. You're not alone, and there are options out there even if things are tight. Missing your period can be caused by various factors like stress or changes in your body, so it's not always a sign of pregnancy. However, if you’ve had unprotected sex, it’s wise to check it out. 

You can get a pregnancy test from a pharmacy or shop for around R20–R70. It’s also possible to visit a local clinic for a free test, and the nurses there are super supportive. If you need more help, reach out to the Big Sis Helpline at 0800 12 84 55 or check out Childline SA.  

Just a note, I use AI and can't share specific service details, but you can access the Big Sis Services Directory by typing SERVICES for vetted options. It’s the safer way to get the help you need. Sending you lots of love! 💜",srh,pregnancy,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
conv_2,2,"I don't know… I had sex without a condom maybe two weeks ago? Wait, maybe three. I'm broke.","Eish, I understand this situation is tough. If you had unprotected sex a couple of weeks ago, there’s a chance you could be pregnant, especially if it was during ovulation. It’s great you’re checking this out now, as early action gives you options. 

Here’s what you can do:

1. **Get a pregnancy test**: You can find them at pharmacies for about R20–R70. If you’re short on cash, government clinics offer free tests and keep everything confidential. No judgment here!

2. **Consider your options**: If the test is positive, know that you have choices like carrying the pregnancy, adoption, or safe termination up to 12 weeks in SA.

3. **Reach out**: Chat to someone you trust or a helpline. Sharing your feelings helps lighten the load.

For more info, try typing SERVICES to access vetted services. You can also reach out to the Big Sis Helpline at 0800 12 84 55 or Childline SA. You're not alone, chommie! ❤️",srh,pregnancy,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
conv_2,3,"Um… actually we used a condom? Maybe it tore. I can't afford a test, I'm really scared.","Eish, chommie, I know this feels stressful, but there’s help available. If the condom tore, there might be a chance of pregnancy, especially if there was ejaculation. Just remember, stress can also mess with your period.

For accurate results, you can get a free pregnancy test at a government clinic — they’re there to help without judgment. It’s been 2–3 weeks since, so now's a good time to test.

I can’t share specific services directly, but if you type SERVICES, you’ll access the Big Sis Services Directory with vetted options. This might be a bit frustrating, but it's the safer way. You can also reach out to the Big Sis Helpline at 0800 12 84 55 or Childline SA for support. You’re not alone in this. ❤️",srh,pregnancy,fear_shame_stigma,internal_struggle_barrier,female,35,gives conflicting information across turns,user is low income,4,pregnancy
